name,iata_code,icao_code
For Firefighting purposes - Not to be assigned.,null,TKR
"International Company for Transport, Trade and Public Works",null,IIG
Force Aerienne Francaise,null,FAF
Force Navale Belge,null,NYB
Air Force of Libya,null,LBF
Force Terrestre Belge,null,AYB
Forces Aeriennes Algeriennes,null,KJD
Ford Motor Company,null,FRD
ForeFlight,null,FFL
Formula One Management,null,FOR
Fort Aero,null,FRX
Fortune Air,null,FOA
Forty Eight Aviation,null,WHB
Foster Aviation,null,FSA
Foster Yeoman,null,JFY
Fotografia F3,null,FTE
"Four Corners Aviation, LLC",null,ULA
Four Star Aviation,null,FSC
Four Winds Aviation,null,WDS
Fox Air,6F,null
FOX AVIATION,null,FIX
Fox Aviation,null,FIX
Air France,AF,AFR
France Douanes,null,FDO
France Marine Nationale,null,FNY
Franconia Air Service,null,FRC
Freebird Airlines Europe,MI*,FHM
Freebird Airlines,FH,FHY
Freedom Airline Express,4F,FDT
Freedom Airline Express,4K,SMK
Freedom Air,null,FDJ
Freedom Airlines,null,FDM
Freedom II,null,BUY
Freedom Jets,null,TEX
Freedom Air Services,null,FFF
Freesky Aviation,null,FSJ
Freeway Iberica,null,FIB
Air Freight NZ Cargo,null,TFR
Freight Runners Express,null,FRG
French bee,BF,FBU
Fresh Air Aviation,null,BZY
Fresh Air,null,FRR
Friendship Air Alaska,null,FAL
Friendship Airlines,null,FLF
Froggy Corporate Aviation,null,FGY
Frontier Commuter,null,ITR
Frontier Airlines,F9,FFT
FROST Air,null,FRO
FSB Flugservice & Development,null,FSB
FTC Aviation,null,FTC
FTEJerez,null,AYR
FTL Airlines,C0*,FGO
FTV Aviation,null,WBC
Fu Tai Business Jets,null,FTJ
Fuerza Aerea Argentina,null,FAG
Fuerza Aerea Mexicana,null,FAM
Fuerza Aerea Del Peru,null,FPR
Fujairah Aviation Centre,null,FUJ
Fuji Dream Airlines,JH,FDA
Fujian Airlines,null,CFJ
Full Express,null,GAX
Fumicar,null,FUC
Fumigacion Aerea Andaluza,null,FMA
Fumisol,null,FUS
Fundacion Rego,null,ROG
Future Air,null,FJT
Fuxion Line Mexico,null,FUM
Fuzhou Airlines,FU,FZA
FX TerraDynamics,null,FTX
G-1 RT,null,GCV
G.A.D. Flights,null,GFT
G B Helicopters,null,KNM
G-Jet,null,GSJ
G & L Aviation,null,GML
Ga-Ma Helicoptere,null,GAH
Gabon Express,null,GBE
Gabon-Air-Transport,null,GRT
Gadair European Airlines,null,GDR
Gail Force Express,null,GFC
GainJet,null,GNJ
GainJet Ireland,null,GJI
Gak/Mitchell Aero,null,MTA
Galair International,null,SWF
Air Galaxy,null,AGL
Galaxy Aviation,null,GLY
Galena Air Service,null,GAS
Galileo International,1V,null
Galistair,8S,GTR
Gama Aviation (Cayman),null,GKY
Gama Aviation,null,GAJ
Gama Aviation,null,GMA
Gama Aviation,null,GSH
Gambia New Millenniun Air,null,NML
Gamisa Aviacion,null,GMJ
Gander Aviation,null,GAN
Garden State Airlines,null,GSA
Garmin,null,GMN
Garuda,GA,GIA
GATSA General de Aerotransorte,null,GGS
Gauteng Air Cargo,null,EGO
Gavina,null,GVN
Gazpromavia,4G*,GZP
GCA Airlines,9A,GCA
GEC Marconi Avionics,null,FFU
GECA,D6,GCA
GECAS,null,GCC
Geevax,null,GVX
Gelix Aero,null,GAI
Gelix Airlines,null,GLX
Gemini Air Group,null,DBC
Air Gemini,null,GLL
Gendarmerie Belge,null,GDB
Gendarmerie Nationale,null,FGN
General Aerospace,null,SWK
General Atomics Aerotec Systems,null,DOR
General Aviation Flying Services,null,GTH
General Motors Corporation,null,GMC
General Aviation Services,null,GNZ
General Aviation Terminal,null,XGA
Genesis Global Aviation,null,GGG
Genex,null,GNX
Genghis Khan Airlines,9D,NMG
GENSA - General Services Aviation,null,GEN
Geo Fly Airways,null,GFY
Geo Sky,D4,GEL
Geocuba,null,GOC
Geographic Air Surveys,null,GSL
Air Georgia,null,AGF
Georgia Air Prague,null,PGU
Georgian Airways,A9,TGZ
Georgian Cargo Airlines,null,GGF
Georgian Aviation Federation,null,FGA
Georgian Airlines,GH,IGT
Georgian Wings,null,null
German Army,null,GAM
German Air Force,null,GAF
German Forces Operations Control,null,OCC
German Navy,null,GNY
German Airways,ZQ,GER
Gerry's Dnata,null,GDN
Gesellschaft Fur Flugzieldarstellung,null,GFD
Gestair,null,GES
Gestair Aviation Malta,null,GSM
Gestavi,null,GEV
Get High,null,GET
GetJet Airlines,GW*,GJT
Getjet Airlines Latvia,null,DML
GetJet Airlines,null,null
GFW Aviation,null,GFW
GH Stansted,null,GHI
Ghadames Air,null,GMS
Ghana Air Force,null,GHF
Air Ghana,null,GHN
Ghiatsint-Rahat,null,LIK
Gianair,null,GIN
Gibson Aviation,null,NTC
Gio,null,GIO
Gira Globo,null,GGL
Air Glaciers,null,AGV
Global Aircargo,null,GLC
Global Airlift,null,GAW
Global Avanti,null,GLV
Global Avia Handling,null,GBH
Global Air Charter,null,RPS
Global Air Charters,null,GJE
Global Crossing Airlines,G6*,GXA
Global Feeder Services,GC,null
Global Flight School,null,GSP
Global Aviation,null,GBF
Global Airways,null,GBL
Global Air Company,null,GLB
Global Jet Aruba,null,GJW
Global Jet Austria,null,GLJ
Global Jet Corporation,null,NSM
Global Jet Luxembourg,null,SVW
Global Aviation,null,MSS
Global Aviation Operations,GE,GBB
Global Reach Aviation,null,GAV
Global Reach Aviation,null,HMR
Global Aviation Services Group,5S,GAK
Global Air Servies Nigeria,null,GBS
Global Sky Aircharter,null,GSK
Global SuperTanker Services,null,GST
Global Systems,null,XGS
Global Weather Dynamics,null,XGW
Global Wings,null,GWW
GlobalX-Colombia,null,null
Globe Air Cargo,null,GBC
GlobeAir,null,GAC
Globus Avia,null,GVS
GloBus,null,CTU
GloBus,XT,CTU
Glock Aviation,null,GCK
Glory Airline,null,GAR
GM Helicopters,null,GME
GMJ Air Shuttle,null,HGT
Air Go Egypt,null,AGY
Go! Aviation,null,GGO
Go Jet Aviation,null,GYS
Go2Sky,6G,RLX
Gobierno de la Republica de Guinea Ecuatorial,null,GGE
Gof-Air,null,GOF
Gofir,null,GOI
GoJet Airlines,G7,GJS
GOL Linhas Aereas Inteligentes,G3,GLO
Goldeck-Flug,null,GDK
Golden Aviation de Mexico,null,GMX
Golden Pacific Airlines,null,GPA
Golden Sky Airline,null,GOS
Golden Star Air Cargo,null,GLD
Golden Wings Charter,null,GWZ
Golfe Air Quebec,null,GAQ
Goliaf Air,null,GLE
Gomel Engineer's Institute of the Ministry for Emergency Situations,null,IES
Gonini Air Services,null,GON
Good Jet,null,BGC
GoodJET,null,GDG
Goodridge,null,RDR
Gospa Air,null,GOP
"Gouvernement Du Quebec, Service Aerien Gouvernemental",null,QUE
Government Civil Aviation Authority,null,YAY
Government Flying Service of Hong Kong Special Administrative Region,null,HKG
Government of Bulgaria,null,BGF
Government of Zambia Communications Flight (Aircraft),null,GRZ
Government of the Republic of Slovenia,null,GSI
Government of Kuwait,null,KUG
Government of Ontario,null,ONT
Government of the Philippines,null,RPP
Government Air Transport Services,null,NAM
GP Express Airlines,null,GPE
GP Aviation,IV,GPX
GPM Aeroservicio,null,GPR
Grace Flight Of America,null,GRC
Grafair Flight Management,null,GFM
Granada Aviacion,null,GAV
Grand Canyon Airlines,null,CVU
Grand China Air,CN,GDC
Grand Airways Inc.,null,GND
Grande Aviation,null,GRN
Grant Aviation,GV*,GUN
Grantex Aviation,null,LMK
Great Circle Aviation,null,SXZ
Great Lakes Jet Express,null,DYN
Great Lakes Airways,null,GLU
Great Western Air,null,GWA
Greater Bay Airlines,HB,HGB
Greek Navy,null,HNA
Green Africa Airways,Q9,GWG
Green Flag Aviation,null,GNF
Greenland Express Iceland,null,null
Air Greenland,GL,GRL
Greenlandcopter,null,GRE
Gregg Air,null,OXE
GreyBird Aviation,null,GAG
Gridiron Air,null,RZN
Griffon Aviation (Cyprus),null,GFF
Air Grischa Helikopter,null,AGG
Ground Handling Service de Mexico,null,GHV
Ground Handling Control Center,null,VGH
Groupe Transair,R2,GTS
Grup Air-Med,null,GPM
Grupo Aeronautico AFA,null,GFV
Grupo Aeronautico Ova,null,GVA
Grupo Corporativo Skyway,LC,null
Grupo de Aviacion Ejecutiva,null,EJC
Grupo Desarrollador Qpula,null,QPL
Grupo Integracion Comercializacion y Servicios,null,GID
Grupo LASA,null,NQN
Grupo Vuelos Mediterraneo,null,VMM
Gryphon Air Cargo,null,GRG
Gryphon Airlines,null,GRF
Gryphon Air,null,GRP
GS Aviation (Gambia),null,GSG
GSS Airline,null,GSS
"GST Aero, Aircompnay",null,BMK
GTA Air,null,GTX
Guangzhou Baoneng Business Aviation,null,BNH
Guarda Costiera Italiana,null,GCI
Guardian Air Asset Management,null,GRA
Guilin General Aviation,null,GHL
Air Guilin,GT,CGH
Guinea Cargo,null,GNC
Guinee Airways,null,GIJ
Guja,null,GUS
Gulf African Airlines,null,GUF
Gulf Air Bahrain,null,GBA
Gulf & Caribbean Cargo,IF*,null
Gulf Central Airlines,null,GCN
Gulf Air,null,GAT
Gulf Air,GF,GFA
Gulf Pearl Air Lines,null,GPC
Gulf Aviation Services Group (United Aviation),null,UVN
Gulf Wing Aviation,null,GWH
Gulf Wings,null,GWC
gulfmed Aviation Services,null,GMD
Gulfstream Aerospace,null,GLF
Gulfstream Airlines,null,GFS
Gull Air,null,GUL
GullivAir,G2,GBG
Gum Air,null,GUM
Guneydogu Havacilik Isletmesi,null,GDH
Gwyn Aviation,null,GWN
GX Airlines,GX,CBG
H H Helicopters,null,HHH
H.R.H. The Crown Prince Maha Vajiralongkorn,null,VMS
LLC H3Operations,null,UHO
Habock Aviation,null,HET
Hadison Aviation,null,FMS
Hagondale,null,POW
Hahn Air Lines,HR,HHN
Hahn Air Systems,H1,null
Hahn Air,X1,null
Hai Au Aviation,null,HAI
Hainan Aviation Academy,null,HNX
Hainan Airlines,HU,CHH
Hainan Lily Jet,null,HZY
Haiti Air Freight International,null,HLS
Air Haiti,null,HJA
Haiti International Air,null,HTI
Haiti National Airlines (HANA),null,HNR
Haiti North Airline,null,HTN
Haiti Trans Air,null,HTC
Haitian Aviation Line,null,HBC
Hak Air,null,HKL
Hala Fly Airlines,null,DAZ
Hala Air,HG,HTP
Hala Air,null,HLH
Halcyon Air Bissau Airways,null,HCN
Halla Airlines,null,HGA
Halsteds Aviation Corporation,null,JRH
Air Hamburg,null,AHO
Hamlin Jet,null,HJL
Hand D Aviation,null,WVA
Airport Handling,null,LLH
Hangar 8 Ltd.,null,HGR
Hanhwa Business Jet Airlines,null,HAH
Hans Airways,null,GKS
Hanseo University,null,HSF
Happy Jet,null,HYJ
Happy Landings (Flight Training),null,IQP
Happy Air Travellers,null,HPY
Harbor Air,null,HBA
Harbour Air Seaplanes,R0,null
Harbour Air,YB,null
Harley-Davidson,null,HDM
Harmony Jets,null,HMJ
Harty Aviation,null,HAO
HASA - Hispanica de Aviacion,null,HSH
Haskin Aviation,null,HIA
Haughey Air,null,NBR
Haute Aviation,null,BOM
Haute Aviation,null,HUE
Havilah Air Services,null,HAV
Hawaiian Globetrotter,null,LVA
Hawaiian Airlines,HA,HAL
Hawk de Mexico,null,HMX
Hawkaire,null,HKI
Hawker Beechcraft,null,HKB
Hawker Beechcraft,null,RCJ
Hayways,Y5,HYY
HD Air,null,RPX
Heathrow Jet Charter,null,HJC
Heavy Airlift Wing,null,BRK
Hebei Hongsheng Jet,null,HSJ
Hebei Airlines,NS,HBH
Hebei Tonghe General Aviation,null,EJE
Hebridean Air Services,null,HBR
Helenair,null,HCB
Helenair Corporation,null,HCL
Heli and Co,null,HCC
Heli Bernina,null,HEB
Heli-Charter,null,HCK
Heli France,null,HFR
Heli Air,null,HLY
Heli Holland Offshore,null,FNI
Heli-holland,null,HHE
Heli Hungary,null,HYH
Heli-Iberica Fotogrametria,null,HIF
Heli-Iberica,null,HRA
Heli-inter Guyane,null,HIG
Heli Midwest de Mexico,null,HLM
Heli Air Monaco,YO,MCM
Heli Securite,HS,HLI
Heli Service,null,HSC
Heli Service International,null,HSO
Heli Air Services,null,HLR
Heli-Team,null,RDL
Heli Transair,null,HTA
Heli Union Heli Prestations,null,HLU
Heliair Sweden,null,SWC
Heliamerica de Mexico,null,HMC
Heliavia-Transporte Aereo,null,HEA
HeliAviation,null,CDY
Helibravo Aviacao,null,HIB
Helicap,null,HLC
Helicapital,null,HLG
Helicentre Coventry,null,COV
Helicentre Liverpool,null,HLL
Helicharter Wales,null,HCS
Helico ApS,null,HKO
Helico de Mexico,null,HEM
Helicocean,null,OCE
Helicol. Helicopteros Nacionales de Colombia,null,HEL
Airport Helicopter Basel,null,AHE
Helicopter,null,HCP
Helicopter Operations Mexico,null,HMO
Helicopter.pl,null,SCP
Helicopter Services Malta,null,HSM
Helicopter & Aviation Services,null,JKY
Helicopter Services,null,TOA
Helicopter Air Traffic Control,null,ZHZ
Helicopter World,null,HWH
Helicopterflights,null,HCF
Helicopteros Aero Personal,null,HAP
Helicopteros Agroforestal,null,HAA
Helicopteros de Guatemala,null,HCG
Helicopteros de Cataluna,null,HDC
Helicopteros del Caribe (HELICA),null,HCH
Helicopteros Ejecutivos,null,HEV
Helicopteros Insulares,null,HIC
Helicopteros Internacionales,null,HNT
Helicopteros Personales,null,BLM
Helicopteros Y Vehiculos Nacionales Aereos,null,HEN
Helidosa Aviation Group,null,DMR
Heliejecutivo,null,HEE
Helijet,null,HJS
Helijet International,null,JBA
HELIMAR - Helicopteros del Mare Nostrum,null,HEF
Helipistas,null,HLP
Heliportugal,null,HPL
Heliscan,null,HSE
Heliservices,null,HSV
Heliservicio Campeche,null,HEC
Heliservicio,null,HLV
Helistar,null,HSR
Helistar,null,HTS
Heliswiss International,null,HSZ
Helisys Japan,null,NHS
Helitaxi Ofavi,null,OFA
Helitrans AG,null,HEH
Helitrans,null,HDR
HELITY Copter Airlines,null,HTY
Heliworks,null,HLW
Helix-Craft Aviation,null,HTB
Hellenic Army,null,HLA
Hellenic Air Force,null,HAF
Hello Jets,H3,HLJ
Helsinki Citycopter,null,HCX
Helvetic,2L,OAW
Hendell Aviation,null,HDL
Henebury Aviation,null,HAC
Hera Flight,null,HER
Heritage Aviation Developments,null,HED
Heritage Flight,null,SSH
Hermen's Markair Express,null,MRX
Hermes Aviation,null,HME
Hermes Airlines,null,HRM
Heron Luftfahrt,null,HRN
Hesnes Air,null,HSG
Heston Airlines,HN*,HST
Heussler Air Service Corp,null,HUS
HFIS - Happy Flight International Support,null,HFI
Hi Air,4H,HGG
Hi Fly,null,HFM
Hi-Jet Helicopter Services,null,HHS
Hibernian Airlines,HG*,HBN
HiFly,5K*,HFY
High-Line Airways,null,HLB
Air Highnesses,null,HNS
Hillwood Airways,null,HWA
Himalaya Airlines,H9,HIM
Hinterland Aviation Pty Ltd,OI,HND
His Majesty The Sultan's Flight,null,SFB
HiSky Europe,H4,HYS
HiSky,H7,HYM
Hispaniola Airways,null,HIS
Hitit Computer Services,1T,null
HK Bellawings Jet,null,BWJ
HKJ Bermuda,null,HBL
HL Aircraft LLC,null,HOB
HM Coastguard,null,SRD
HNZ Global,null,CDN
Hogan Air,null,HGA
Hokkaido Air System,null,NTH
Hokuriku-Koukuu,null,ABH
Holding International Group,null,HIN
Group Holdings Aviation,null,GHA
Holiday Europe,5Q,HES
Holiday Airlines,null,HOL
"Holstenair Lubeck, Luftverkehrsservice",null,HTR
Honda Aircraft,null,HON
Honduras Airlines,null,HAS
Honeywell,null,HNW
Hong Kong Airlines,HX,CRK
Hong Kong Air Cargo,RH,HKC
Hong Kong Express Airways,UO,HKE
Hongkong Jet,null,HKJ
Honiara Cargo Express,null,HEX
Hop-A-Jet,null,HPJ
HOP!,A5,HOP
Hopscotch Air,O2,HPK
Air Horizon,null,HZT
Horizon Air,QX,QXE
Horizon Air Service,null,KOK
Horizon Air-Taxi,null,HOR
Air Horizon,null,TPK
Aviation Horizons,null,HZS
Horizons Unlimited,null,HUD
Aviation Horizons,ZS*,HZS
Air Horizont,HT*,HAT
Hoteles Dinamicos,null,HDI
Houston Helicopters.,null,HHO
Hozca Aviation,null,HOZ
HPM Investments Ltd.,null,HWD
HTA Helicopteros,null,AHT
HTM Helicopter Travel,null,HTM
Hub Airlines,null,HUB
Hubei Sky-Blue International Aviation Academy,null,WLF
Hubschrauber IM Luftrettungsdienst,null,CHX
Hughes Aircraft Company,null,GMH
Hummingbird Aviation Services,null,ETI
Hummingbird Aviation,null,WHR
Humo Air,null,USW
Hunair Hungarian Airlines,null,HUV
Hungarian Air Force,null,HUF
Hungarian-Ukranian Airlines,null,HUK
Hunnu Air,MR,MML
Huzima,null,HZM
Hydro Air,null,HYC
Hydro-Quebec,null,HYD
Hyperion Aviation,null,HYP
I.D.G. Technology Air,null,IDG
i-FLY AiR,null,IFY
IACA,null,ITC
IAMC,null,IMC
IAS Itzehoer Airservice,null,FNK
IAS Medical,null,MDI
IASCO Flight Training,null,MMY
IBC Airways,II,CSQ
Iberia Express,I2,IBS
Iberia,IB,IBE
Air Iberia,null,TBB
iberojet,6O,OBS
iberojet,E9,EVE
Iberojet,null,IDR
Ibertour Servicios Aereos,null,IBR
Ibertrans Aerea,null,IBT
Ibex Air Charter,null,IAC
Ibex Air Charter,null,IBC
Ibex Airlines,FW,IBX
Ibex-U.L.,null,KBX
Ibk-Petra,null,AKI
IBL Aviation,null,IBL
IBM,null,BBL
Ibom Airlines,QI,IAN
IBS Software Services Americas,V1,null
ICAO,null,ICO
Icare Franche Comte,null,FRC
Icaro Servicios Aereos,null,ICW
ICC Canada Ltd,null,CIC
Icejet,null,LGJ
Icelandair,FI,ICE
Icelandic Coast Guard,null,ICG
Iconair,null,ICN
ICS-Aero,null,ICF
IFA - Instituto de Formacao Aeronautica,null,IFJ
IFL Group,null,IFL
IFL Group,IF*,TSU
iFly Airlines,F7,RSY
iFly,null,IFM
Ikaros DK,null,IKR
IKI International Airlines,null,IKK
IL-Avia,null,ILV
Il Ciocco International Travel Service,null,CIO
Ilas,null,ILC
Ildefonso rodriguez,null,IDL
Ilerdair,null,ILD
Iliamna Air Taxi,V8*,IAR
Illinois Department of Transportation,null,IDT
ILPO Aruba Cargo,null,ILP
Image Air Charter,null,BMG
Air Images,null,IMS
Imagine Air Jet Services,null,IMG
IMD Airways,null,IMD
IMP Group Aviation Services,null,XGG
Imperative Products,null,HPE
Imperial Aerotransporte,null,IMI
Imperial Jet,null,IMJ
Imperialjet Europe,null,JTI
INAER Euskadi,null,IEK
INAER Helicopteros Off-Shore,null,IOF
Air Incheon,KJ,AIH
Air Independence,null,DLY
Independent Air Freighters,null,IDP
Air India,AI,AIC
Air India Express,I5,IAD
Air India Express,IX,AXB
India International Airways,null,IIL
Indian Air Force,null,IFC
Indiana State University,null,ISU
IndiaOne Air,I7,IOA
IndiGo,6E,IGO
Indonesia AirAsia,QZ,AWQ
Indonesia Air Transport,null,IDA
Industrias Titan,null,ITN
INFINI Travel Information,1F,null
Infinity Flight Group,null,IFG
Infinity Airlines,null,IAB
Inflite The Jet Centre,null,INS
Initium Aviation,null,INI
Inner Mongolia Northern Express General Aviation,null,BFK
Inner Mongolia Express,null,IME
innoAviation,I3,null
Innovation First Transportation,null,BUG
Insignia Aviacion,null,LVS
Institute of Aviation at Parkland College,null,ILU
Instituto Cartografico de Cataluna,null,ICC
iNTAIRLINE,null,ITI
Integra Map & Geoinfomormacion Consulting,null,INT
InteliSys Aviation Systems,1Q,null
Inter Build,null,INB
Air Inter Cameroon,null,ICM
Air Inter Gabon,null,AIG
Inter Island Air Charter,null,IIC
Inter Island Airlines,null,IIN
Inter-Island Air,null,UGL
Inter-Air,null,ITA
Inter Air Lines,null,ILN
Inter-Mountain Airways,null,IMA
Inter RCA,null,CAR
Inter-State Aviation,null,ITS
Inter Tropic Airlines,null,NTT
Interaire,null,NTE
InterCaribbean Airways,JY,IWY
Intercity Air,null,ICY
Intercontinental Airways (Gambia),null,ICH
Intercopters,null,ICP
Interflight,null,DEX
Interflight,null,IFT
Interfreight Forwarding,null,IFF
Intergaz,null,LGZ
Interguide Air,null,IGN
Interjet Helicopters,null,IHE
Interjet,null,INJ
Interjet,null,MTF
InterJet West,K8*,IJW
Interlace Airlines,null,ITG
Intermodalidad de Levante S.A.,I6,null
International Air,null,EXX
Interport Corporation,null,IPT
Air Intersalonika,null,NSK
Intervuelos,null,ITU
Intervuelos Nacionales,null,VNC
Air Inuit,3H,AIE
Inversiones Hucaven,null,HKV
Inversiones Manduca,null,INM
Inversiones Moraima,null,IMO
Inversiones Tiryka,null,ICA
Inversiones Y Promociones Ducoy,null,DCY
Air-Invest,null,HKH
Invicta Radio,null,null
Ion Tiriac,null,TIH
IPEC Aviation.,null,IPA
IrAero,IO,IAE
Iran Airtour Airline,B9,IRB
Iran Aseman Airline,EP,IRC
Iran Helicopter Company,null,IHC
Iran Air,IR,IRA
Iraq Gate,null,IGC
Iraqi Airways,IA,IAW
Iraqi Prime Minister Office,null,IPF
"Irish Aviation Authority, Flight Check Department",null,XMR
Irish Air Corps,null,IRL
Irose,null,RSE
IRS Airlines,null,LVB
Irving Oil Transport,null,KCE
Irving Oil,null,XIA
Island Aviation And Travel,null,IOM
Island Air Charters,null,ISC
Island Development Company,null,IDC
Island Air Express,null,EXP
Island Air Express,I4,null
Island Air Express,null,XYZ
Island Helicopters,null,MTP
Island Aviation,null,IAV
Island Air,null,IML
Island Oil Exploration,null,IOE
Island Aviation,null,SOY
Island Tyme,null,ITM
"Island Winds, Inc.",null,ISH
Island Wings,null,IWL
Isle Grande Flying School,null,IGS
Isles of Scilly Skybus,null,IOS
Israeli Air Force,null,IAF
Israir Airlines,6H,ISR
Istithmar World Aviation,null,NKL
ITA Airways,AZ,ITY
ITA Software,1U,null
Italfly,null,ITL
Air Italy,IG,ISS
Air ITM,null,MQT
Ivoire Aero Services,null,IVS
Ivoire Jet Express,null,IJE
Ivoirienne de Transports Aeriens,null,IVN
IVV Femida,null,FDF
iXAir,null,IXR
Izhavia,I8,IZA
J C Bamford Excavators,null,JCB
J D Aviation,null,JDA
J.J. Gradin Aviacion,null,HEG
J & P Corporate Flights,null,JYP
"J P Hunt, Inc., Air Carriers",null,RFX
JA Air Charter,null,LTD
