tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N909WN,Corporation,BOEING,2008-02-29,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N910AT,Corporation,BOEING,2001-04-13,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N910AW,Corporation,BOEING,2006-03-23,757-2G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N910DE,Corporation,MCDONNELL DOUGLAS CORPORATION,1992-12-28,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
N910DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-01-11,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
N910DN,Corporation,MCDONNELL DOUGLAS,1996-02-16,MD-90-30,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N910EV,Corporation,BOMBARDIER INC,2002-12-19,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N910FJ,Corporation,BOMBARDIER INC,2003-12-22,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N910FR,Corporation,AIRBUS,2002-07-16,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N910SW,Corporation,BOMBARDIER INC,2001-10-25,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N910UA,Corporation,BOEING,1991-06-26,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N910WN,Corporation,BOEING,2008-02-29,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N911DA,Corporation,MCDONNELL DOUGLAS,1996-02-16,MD-90-30,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N911DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-01-26,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N911DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-01-15,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
N911FJ,Corporation,BOMBARDIER INC,2004-02-05,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N912CA,Corporation,CANADAIR,1993-09-30,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N912DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-01-29,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N912DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-01-15,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
N912DN,Corporation,MCDONNELL DOUGLAS,1996-07-26,MD-90-30,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N912EV,Corporation,BOMBARDIER INC,2002-12-20,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N912FJ,Corporation,BOMBARDIER INC,2004-02-26,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N912FR,Corporation,AIRBUS,2002-09-10,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N912SW,Corporation,BOMBARDIER INC,2001-12-28,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N912UA,Corporation,BOEING,1991-07-30,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N912WN,Corporation,BOEING,2008-04-04,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N913AW,Corporation,BOEING,1985-02-15,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
N913DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-02-25,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N913DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-21,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N913DN,Corporation,MCDONNELL DOUGLAS,1997-01-17,MD-90-30,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N913EV,Corporation,BOMBARDIER INC,2003-01-10,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N913FJ,Corporation,BOMBARDIER INC,2004-01-30,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N913FR,Corporation,AIRBUS,2002-10-16,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N913SW,Corporation,BOMBARDIER INC,2002-01-17,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N913UA,Corporation,BOEING,1991-08-07,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N913WN,Corporation,BOEING,2008-04-24,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N9149E,Co-Owner,AERONCA,1996-04-12,11AC,Valid,Fixed Wing Single-Engine,Reciprocating,1946
N914AW,Corporation,BOEING,1985-02-15,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
N914CA,Corporation,CANADAIR,1993-09-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N914DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-03-01,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N914DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-13,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N914DN,Corporation,MCDONNELL DOUGLAS,1997-02-06,MD-90-30,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N914EV,Corporation,BOMBARDIER INC,2003-01-31,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N914FJ,Corporation,BOMBARDIER INC,2004-01-30,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N914FR,Corporation,AIRBUS,2002-11-13,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N914UA,Corporation,BOEING,1991-12-20,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N914WN,Corporation,BOEING,2008-04-17,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N9159E,Individual,MAULE,1991-01-23,M-5-235C,Valid,Fixed Wing Single-Engine,Reciprocating,1977
N915AT,Corporation,BOEING,2001-04-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N915AW,Corporation,BOEING,1993-12-27,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
N915CA,Corporation,CANADAIR,1993-09-30,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N915DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-04-13,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N915DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-07,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N915DN,Corporation,MCDONNELL DOUGLAS,1997-02-07,MD-90-30,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N915EV,Corporation,BOMBARDIER INC,2003-01-31,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N915FR,Corporation,AIRBUS,2002-11-25,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N915RW,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1967
N915WN,Corporation,BOEING,2008-04-30,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N916CA,Corporation,CANADAIR,1993-09-30,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N916DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-06-11,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N916DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-13,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N916DN,Corporation,MCDONNELL DOUGLAS,1997-03-11,MD-90-30,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N916EV,Corporation,BOMBARDIER INC,2003-03-13,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N916FJ,Corporation,BOMBARDIER INC,2004-03-16,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N916FR,Corporation,AIRBUS INDUSTRIE,2002-12-19,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N916RW,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1967
N916SW,Corporation,BOMBARDIER INC,2002-04-08,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N916UW,Corporation,BOEING,2004-10-19,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1982
N916WN,Corporation,BOEING,2008-05-15,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N9179E,Individual,MAULE,1986-08-07,M-5-235C,Valid,Fixed Wing Single-Engine,Reciprocating,1977
N917CA,Corporation,CANADAIR,1993-09-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N917DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-09-17,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N917DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-09-27,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N917EV,Corporation,BOMBARDIER INC,2003-03-26,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N917FJ,Corporation,BOMBARDIER INC,2004-11-01,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N917FR,Corporation,AIRBUS,2008-06-12,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N917UW,Corporation,BOEING,2004-09-17,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1982
N918AE,Corporation,EMBRAER,2005-03-29,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N918CA,Corporation,CANADAIR,1993-09-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N918DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-10-26,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N918DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-06-14,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N918FJ,Corporation,BOMBARDIER INC,2004-11-01,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N918FR,Corporation,AIRBUS,2003-03-26,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N918UA,Corporation,BOEING,1991-11-01,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N918UW,Corporation,BOEING,2005-02-14,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1982
N919AT,Corporation,BOEING,2001-04-13,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N919DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1993-12-02,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N919DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-09,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N919EV,Corporation,BOMBARDIER INC,2003-04-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N919FJ,Corporation,BOMBARDIER INC,2004-04-14,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N919FR,Corporation,AIRBUS,2003-06-05,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N919SW,Corporation,BOMBARDIER INC,2002-07-03,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N919UA,Corporation,BOEING,1991-11-04,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N919UW,Corporation,BOEING,2005-02-14,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1982
N920AT,Corporation,BOEING,2001-04-13,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N920CA,Corporation,CANADAIR,1993-09-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N920DE,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1994-01-11,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N920DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-02,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N920EV,Corporation,BOMBARDIER INC,2003-07-02,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N920FJ,Corporation,BOMBARDIER INC,2004-04-22,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N920FR,Corporation,AIRBUS,2003-06-30,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N920SW,Corporation,BOMBARDIER INC,2002-07-10,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N920UW,Corporation,BOEING,2005-02-14,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N921AT,Corporation,BOEING,2001-04-10,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N921DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-22,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N921EV,Corporation,BOMBARDIER INC,2003-07-10,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N921FJ,Corporation,BOMBARDIER INC,2004-06-09,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N921FR,Corporation,AIRBUS,2007-11-30,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N921RW,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
N921UA,Corporation,BOEING,1991-12-23,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N921UW,Corporation,BOEING,2004-10-19,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N922AE,Corporation,EMBRAER,2005-04-27,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N922AT,Corporation,BOEING,2005-06-21,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N922DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-10-26,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N922EV,Corporation,BOMBARDIER INC,2003-07-10,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N922FJ,Corporation,BOMBARDIER INC,2005-09-27,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N922FR,Corporation,AIRBUS,2003-08-15,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N922UA,Corporation,BOEING,1992-01-06,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N922UW,Corporation,BOEING,2005-02-14,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N923AE,Corporation,EMBRAER,2005-04-28,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N923AT,Corporation,BOEING,2005-10-27,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N923DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-07-02,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N923EV,Corporation,BOMBARDIER INC,2003-08-14,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N923FJ,Corporation,BOMBARDIER INC,2005-09-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N923FR,Corporation,AIRBUS,2003-11-07,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N923RW,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
N923SW,Corporation,BOMBARDIER INC,2003-10-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N923UA,Corporation,BOEING,1992-01-06,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N923UW,Corporation,BOEING,2004-10-19,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N924AT,Corporation,BOEING,2001-04-10,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N924CA,Corporation,CANADAIR,1993-12-21,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N924DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-07-02,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N924EV,Corporation,BOMBARDIER INC,2003-08-20,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N924FJ,Corporation,BOMBARDIER INC,2005-09-27,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N924FR,Corporation,AIRBUS,2003-12-05,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N924RW,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
N924SW,Corporation,BOMBARDIER INC,2003-10-18,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N924UA,Corporation,BOEING,1992-02-10,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N924UW,Corporation,BOEING,2005-02-14,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N925AE,Corporation,EMBRAER,2005-04-28,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N925AT,Corporation,BOEING,2001-04-10,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N925DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2008-03-20,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N925EV,Corporation,BOMBARDIER INC,2003-08-22,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N925FJ,Corporation,BOMBARDIER INC,2005-09-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N925FR,Corporation,AIRBUS,2004-02-20,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N925SW,Corporation,BOMBARDIER INC,2003-10-15,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N925UA,Corporation,BOEING,1992-03-11,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N925UW,Corporation,BOEING,2005-02-14,757-225,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N926AT,Corporation,BOEING,2000-10-27,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N926CA,Corporation,CANADAIR,1993-12-21,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N926DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-11-15,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N926EV,Corporation,BOMBARDIER INC,2003-09-25,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N926FR,Corporation,AIRBUS,2004-04-05,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N926LR,Corporation,BOMBARDIER INC,2005-09-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N926NW,Corporation,DOUGLAS,2000-07-31,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1970
N926SW,Corporation,BOMBARDIER INC,2003-10-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N927CA,Corporation,CANADAIR,1994-01-14,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N927DA,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-11-30,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N927EV,Corporation,BOMBARDIER INC,2003-09-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N927FR,Corporation,AIRBUS,2004-05-07,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N927LR,Corporation,BOMBARDIER INC,2005-09-27,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N927SW,Corporation,BOMBARDIER INC,2003-10-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N927UA,Corporation,BOEING,1992-03-24,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N927UW,Corporation,BOEING,2006-02-08,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N928AE,Corporation,EMBRAER,2005-05-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N928AT,Corporation,BOEING,2000-09-29,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N928DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-12-02,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N928EV,Corporation,BOMBARDIER INC,2005-09-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N928FR,Corporation,AIRBUS,2004-06-03,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N928LR,Corporation,BOMBARDIER INC,2005-09-28,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N928SW,Corporation,BOMBARDIER INC,2003-10-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N928UA,Corporation,BOEING,1992-04-08,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N929AT,Corporation,BOEING,2000-09-27,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N929CA,Corporation,CANADAIR,1994-06-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
N929DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-12-12,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N929EV,Corporation,BOMBARDIER INC,2005-09-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N929FR,Corporation,AIRBUS,2004-06-04,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N929LR,Corporation,BOMBARDIER INC,2005-09-27,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N929SW,Corporation,BOMBARDIER INC,2003-10-18,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N929UA,Corporation,BOEING,1992-04-10,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N929UW,Corporation,BOEING,2006-01-31,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N930AT,Corporation,BOEING,2000-06-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N930DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1988-12-12,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N930FR,Corporation,AIRBUS,2004-06-08,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N930LR,Corporation,BOMBARDIER INC,2005-09-28,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N930SW,Corporation,BOMBARDIER INC,2003-10-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N930UA,Corporation,BOEING,1992-04-29,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N930UW,Corporation,BOEING,2006-02-10,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N931AE,Corporation,EMBRAER,2005-05-19,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N931CA,Corporation,CANADAIR,1994-06-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N931DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-01-09,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N931EV,Corporation,BOMBARDIER INC,2005-09-12,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N931FR,Corporation,AIRBUS,2004-06-22,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N931LR,Corporation,BOMBARDIER INC,2005-09-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932AE,Corporation,EMBRAER,2005-05-24,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932AT,Corporation,BOEING,2000-07-13,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N932CA,Corporation,CANADAIR,1994-06-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N932DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-04-13,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N932EV,Corporation,BOMBARDIER INC,2005-09-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932FR,Corporation,AIRBUS,2004-06-28,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N932LR,Corporation,BOMBARDIER INC,2005-09-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932SW,Corporation,BOMBARDIER INC,2003-10-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N932UA,Corporation,BOEING,1992-05-26,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N932UW,Corporation,BOEING,2006-02-02,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N9332,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
N9333,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
N9338,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
N9339,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
N933AT,Corporation,BOEING,2000-06-15,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N933CA,Corporation,CANADAIR,1994-06-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N933DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-03-30,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N933EV,Corporation,BOMBARDIER INC,2005-09-12,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N933FR,Corporation,AIRBUS,2004-07-06,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N933JN,Corporation,EMBRAER,2005-06-15,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
